#x y z dx dy dz
#length length length length length length
0.683730693615 -0.552891522239 0.474595400241 -0.172954656831 0.0971940544699 -0.171844131711
-3.11623334525 0.61225742177 2.11969620426 0.365269011661 -1.17280452757 -0.570257014978
-0.98578847748 0.768661979766 -0.5980104495 0.146786486396 -0.121968649862 -0.220108417801
0.130059796295 -0.187329611164 0.0652655363951 0.0640836134308 0.00688418428644 0.0976536965597
0.272279555526 -0.540564236201 -1.06242062249 0.0110153620121 0.167743557344 -0.246515592302
0.216711015322 -2.10427399538 0.395829328638 0.285033529693 0.440885891539 -0.116105813209
-0.00194514647843 -0.164240522836 0.0620419884456 0.0309308044662 -0.0281138611857 -0.0993961213841
-9.02312658625 -3.9349682673 -6.39793273036 6.23964389016 2.63152274156 4.61925796208
-0.220580702196 -6.51227921202e-05 -0.0866010909468 0.0462745853989 0.0322014634981 0.000533631194013
-0.742097074798 1.11966680857 -0.620850892605 0.218016285286 -0.194326205214 -0.20024705829
0.642962346234 -0.898500107166 -1.38945706879 -0.11979052086 -0.362058918896 0.161022745381
-2.78348269608 -1.30344552574 -1.77867476829 0.727991434373 1.17334586812 0.537805124825
0.364494087911 -0.366072334098 -0.0130012692465 -0.0629796352343 -0.0302386183633 0.0512607304535
-0.155490322384 -0.471669952563 0.536553317794 0.0537224439098 0.0227711175312 -0.16560938169
0.107844578882 -0.368527919813 0.549978871521 0.00833400409438 0.0856281884448 0.0439383885538
-1.77110851407 0.00336590593761 -1.59716337497 0.492357716197 0.224131726418 -0.0599953547486
0.194261188131 0.126508778238 -0.125417740984 -0.0233784174361 -0.0254240133096 -0.039265670716
-0.107193839258 0.107728062861 0.044654483998 0.00245129811064 0.0255342580776 -0.00734599059518
-0.0164018348923 0.0961129437647 0.00520956814865 -0.0249248889077 -0.0180209597625 0.0308603604469
0.0111185886237 -1.0843203388 -0.478557918227 0.33106942646 -0.021081957318 -0.172648957028
-0.487397526013 0.584287117812 -0.284828130999 0.105396904354 -0.179397688682 -0.013741904613
0.0157012449444 0.440976018964 0.182413990386 0.0338168079264 0.051853615604 -0.0337848674331
0.925948804802 0.861005695297 0.621009912231 -0.240359325787 -0.185239264187 0.0695439068553
-0.0295893247639 0.0404441295652 0.347248872413 0.0393817042027 -0.0518252134206 0.0380764700889
1.59631805935 1.6303864025 -1.72035053299 0.455216121448 -0.292089623747 0.280274221128
0.462321873946 0.375233278537 -0.830966247571 -0.160602365553 0.197266476207 0.0263185300928
-0.358436653238 0.244918564349 0.697161806757 -0.0282468018554 -0.128737538864 -0.082907150278
-0.699719982081 0.278183333958 0.332820678489 0.170775526706 0.0340070100718 -0.0367445774835
-0.763448780161 1.51661306599 0.542846790766 0.341712804258 -0.405268101688 -0.379290711766
-0.144665425553 0.088878157118 0.75327331271 0.0396834850705 -0.0993338147982 -0.146939806435
0.194975023033 0.661341627161 0.475508183063 -0.127618465998 -0.0176820803487 -0.0306271273053
-0.518021679488 -0.031115354436 0.404408465925 -0.0109490346808 -0.0777135787476 0.0837803718553
-1.13080515349 -0.0995289598519 0.961665590598 0.186685173572 -0.152600028692 -0.145387096146
-1.24195268537 -0.0887403098052 -0.458025100155 0.277295212791 0.0748451655043 -0.326596513879
0.270141973159 -0.507129339163 0.235172213786 0.00293087112105 0.00704139851994 0.167892165648
0.0575396121522 0.232909684015 0.172158954316 -0.00838330420857 -0.0408911841978 0.00616672732873
-0.602622126227 0.525763910392 0.17376325905 0.0785168590331 -0.0895921725248 0.0217038506774
0.09339768684 0.0417038297251 -0.0194199432365 0.041878268967 -0.0351891922375 0.0409375401456
-0.482354836685 0.669205731301 0.152591203884 0.138185859242 0.0164633383551 0.0765660776064
4.66013146737 1.72401700929 -5.51176045104 -1.11358170942 -1.26895251054 3.2704608259
-0.20257040119 -1.65372920911 2.72432805289 -1.32664104295 -0.00602325478048 -0.515974823032
0.0618120433209 0.278128956527 0.285395470642 -0.0896923529155 -0.051649403109 -0.00248336808086
-0.421141450421 0.377312442926 0.144238708188 0.0795301160644 -0.0219383131629 0.0687731835631
-0.362473241883 -0.520019905797 -0.349337737991 -0.054670483343 0.0884340006178 0.0357665466988
-0.303721756609 -0.370968618944 -0.235217791708 0.047713537439 -0.0141927042853 0.0949900006025
1.01701008391 -0.166087003946 -1.20036452289 -0.226661220362 -0.393322571125 0.19480174156
-0.456395697456 -0.0937472915084 -0.0804887576384 -0.0793847420357 -0.0746690099176 -0.0121139994863
-1.36592593873 -0.805227177586 -0.368947130076 0.451964961973 0.312844602213 -0.110908848409
0.238007778951 0.0587401306182 -0.480987402943 -0.030350839794 0.118220272463 0.0732585913481
7.49664402426 -2.72227066796 3.07755959536 -5.32489179307 1.46102188057 0.529940149559
0.597204204553 0.741486869686 0.11266560171 0.200719343956 -0.00622463438403 0.178499068633
0.133367369245 0.421091682588 0.0393839818435 0.0875157052006 -0.0217719445859 -0.046210151415
-0.799839714483 2.32512448098 1.209223146 0.0363909343221 -0.808511414992 -0.666376355231
-0.117214372498 -0.379942646344 -0.147380348263 -0.0299288797337 -0.0725565850941 0.0918215620431
-0.376847294082 -0.137798850358 0.0649478881679 -0.0531978812039 -0.0649679720231 -0.0341893788255
-0.349809149185 0.271436763948 -0.113196673282 -0.0804351382486 0.0484573156546 -0.0216277933463
0.234249249474 -0.053732011435 0.947215741118 0.15239495981 0.216421089166 -0.0390908719075
-0.323042538121 0.0355934114002 0.129303457074 -0.0241928420673 0.0567921541666 0.0513614333721
1.04207121849 0.329961052753 0.560686209508 -0.320791498837 -0.232849633011 0.0418545336143
0.131516013924 -0.538203136909 0.343296785627 -0.0688585998309 -0.0071745565186 0.0110184942075
-0.214990989533 -0.167846031205 1.26980908887 -0.294172796852 0.0757840822292 -0.144318245749
-0.323626250929 -0.549878211135 -0.358244085265 -0.119718963162 -0.0410331991831 -0.0165435113949
0.188954061116 0.665457564432 -0.0421111882996 0.040995401328 0.16333724785 -0.0495437295346
1.31487234721 -0.499024934382 1.27323209281 -0.0534122106809 0.48600462253 -0.414035310001
1.08804375884 -0.641319659853 0.219097748782 -0.226975225771 -0.0967487040635 -0.0247173603954
-0.21434459896 0.441307642545 0.448140957337 0.0829232771872 0.0583184705959 0.0912377938156
1.71774720714 -1.21134169429 1.03122139517 -0.585679891757 -0.354835509686 -0.508279569738
0.00209248890708 0.150061484008 -0.00682363105468 -0.0184943237994 -0.0539485402429 0.0120331992033
-0.101020162924 0.284713305439 0.158837226306 -0.0228125253548 -0.0804660865919 0.0248106468933
-0.514421236494 -0.23241361006 -0.301517964616 0.0976747289532 0.0702972979243 0.0116208677845
-0.351054313233 0.335423316456 -0.483053293753 -0.0313057618016 0.115409243814 -0.104622924975
-0.417093075581 0.978873974359 0.292109029447 -0.00464290032182 0.132470989945 -0.128552950447
-0.025826819752 -0.779863047594 0.0124296783954 0.122333290533 0.0786710116309 0.0667375520604
0.229949462444 0.828794812282 -0.0916549178342 -0.040995401328 -0.16333724785 0.0495437295346
-0.202782933203 -0.4714797066 1.11797606765 -0.228929643099 0.0429263273326 0.193900911073
0.153748743807 0.79368931297 1.42091246757 -0.389351450298 0.031753736774 -0.163248440433
0.268199696782 -0.0276621653506 0.444431706335 -0.0317282715475 0.0772059929215 0.00624583066095
-1.50223057794 -0.310696940563 0.720442987366 -0.0541051280466 0.316658427679 0.184033668393
-1.85527791663 -3.29880876844 -2.34291859832 0.586767127993 0.807901428592 1.51618489702
-0.627012458801 0.0608562718531 -0.0619954848559 -0.112377043687 -2.11539981515e-05 -0.0197700332294
-0.38785125779 -0.0367814612093 0.208247026368 0.0377400472178 -0.0331502967774 0.0465554459929
0.65791671422 -1.38223855349 0.0263234473994 -0.381528922435 -0.03193653199 -0.228951155576
-0.247390740196 -0.0779810364317 0.105720854693 0.00976718085943 -0.0451895958551 -0.0164723966662
-0.521763999455 -0.627409942419 0.880721332654 0.0335809974885 0.0256319926033 -0.308229497313
0.396634633304 -0.443500507822 -0.507537446351 -0.129801384101 0.13492403002 0.0787295269114
-0.16558826316 0.741828890569 0.415601173343 0.0754571357847 0.0853952007416 -0.0798132587865
0.0200579322115 0.0148580643294 0.659568288588 -0.0852680478751 -0.0227436961495 -0.123258586889
0.558994094777 -0.837661405813 0.774930823924 -0.321693305243 0.0427677931161 -0.236154389715
0.0890778247705 -0.259650681253 -0.537654039964 -0.0549018424678 -0.0614716762969 0.089178395042
-0.429073004235 0.776783742718 0.0614839164289 0.0905159049033 -0.164404211661 -0.0760186936591
0.112352964259 0.193469462233 -0.130957857921 -0.00369559995799 0.0558307379909 0.0451554066494
0.495579135901 0.301725916722 -0.12124612619 -0.0836030439775 0.0454721699113 0.0682253245015
0.907495518035 0.140103773423 -0.173159703474 -0.15827196615 0.0503186066988 -0.0850134137507
0.0117790707291 -2.46206570368 -1.18283603219 0.00771491646453 0.662660289269 0.246767472655
-0.0511342928147 -0.0997879396765 0.0830540845284 -0.0561231664746 -0.0129310234363 0.0652759846518
-0.509718695389 -0.799759035449 -0.139869032609 0.194819183296 0.047091077937 0.0163064971032
2.59147237605 1.91090427493 4.10996669862 1.26299242393 0.906267717701 -1.97242708543
-0.138217506939 0.496290289817 -0.331961557171 -0.132449432111 -0.131420101386 -0.00725165779024
-0.125691204314 -0.379901840431 0.182040062844 0.0441594243121 0.0181510490081 -0.0888166054378
-0.279965348939 0.0279502190209 -0.024709730102 -0.00682463005379 -0.0295210581037 0.0332148605515
-0.262214373171 -1.4346176077 -0.160543367608 0.0461992431609 0.363061257205 0.123601498951
0.301514452677 -0.396310952462 0.038259461207 0.0629796352343 0.0302386183633 -0.0512607304535
-0.281459052224 0.354877897949 0.169645341678 0.0664923038205 0.00834774813099 0.0150026546207
0.324592165499 0.0233115190209 -0.0525706530719 -0.0448278159287 0.0334492069841 -0.0139196407727
0.772844398707 -1.20336019733 -0.657130266855 0.175020176506 0.189077220578 0.351109104051
0.115404785828 0.251521276185 0.59324871916 0.0406626478762 0.168875331934 0.0205444536406
0.100967878266 0.268871056509 -0.237864292756 0.0354775510055 -0.00789285043308 0.0548810665215
0.0525511849096 0.0932487455254 0.202281975047 -0.0378924763184 -0.0498100501735 0.0101593318995
-1.50580700344 -0.165165960851 -0.947071994357 0.481099526038 -0.234427562175 0.112954710559
0.0915446199712 -0.332757327664 -0.0717473902742 0.0294295377415 0.0408104004093 0.0241176435552
0.195598931342 0.0634577554981 -0.0102134083096 0.0486906522107 -0.0657132678569 -0.0175109056544
-0.101767878475 -0.448898835032 0.370943936105 0.0747817965095 0.00278809259524 -0.122064308505
0.269898503835 0.306154491625 1.02566595351 -0.191697499666 0.0937735378176 -0.0700655084798
0.510776036784 -0.45569746777 0.30275126853 -0.044181204882 0.189572813949 -0.116940325944
0.430396139535 -0.128052408296 0.146640007671 0.0743860024118 0.086320405536 -0.0600272792323
-0.195299361786 -0.577688503056 -0.0264375038718 0.121122741217 0.0690744586108 -0.00875030559496
0.32821091001 -0.00175351716617 0.0573816187825 -0.0602056098568 -0.0324947699133 0.036890964356
0.134689277827 1.62203498716 -0.484132215469 -0.38288524946 0.187579748124 0.0629619048655
-0.879972168726 -0.924644659722 -0.152205776352 -0.126095345006 -0.184007753466 0.272600691871
0.0584226151488 0.224758898164 1.01721806288 0.211475888687 0.0813955934608 0.00844789063037
-0.125835183111 -0.0279102340145 -0.237640453186 -0.0299530734283 -0.0366597138698 0.0390482781519
-0.566061457543 -0.663187923496 -1.44692036295 0.0841832962466 -0.00805147486241 0.358052921604
0.572658882964 -0.302230434013 0.601090133362 -0.235305959359 -0.106056422598 -0.0710911759857
-0.0889857207638 0.260260819426 -0.00412941573953 0.0102777659011 -0.0291175589683 -0.0495031451045
-0.507811853906 0.427659561412 -0.866571523892 0.0996352190583 -0.0212876655519 0.197767082216
0.797923548509 0.735262235302 0.291164670343 -0.200719343956 0.00622463438403 -0.178499068633
0.41424948513 0.158655404609 -0.710085662718 -0.10061975777 0.0755120554448 0.198580737907
0.490333090623 -0.92601633801 -0.403810106233 -0.14814507554 -0.179385958109 -0.247396769022
0.586386909057 0.319957580577 1.05498499039 -0.092398334069 0.232409363717 -0.144980695991
-2.86951461284 0.525742135246 0.155732428566 0.540067071067 0.875201791604 -0.128971367794
0.323547928043 0.401819022714 0.175324456602 -0.0357908074632 -0.119718380184 0.0442251749384
0.47388676394 -0.0938966716268 0.107686920115 -0.0434906244051 -0.0341557366689 0.038953087556
0.266014922802 -0.151993181003 0.0549546316894 0.00199037735101 0.117744893924 0.0393179514491
-0.43554612889 -1.02514016462 1.29867489962 -0.221435153922 -0.124007005706 -0.274085523445
0.194322178003 -0.0894668246987 0.664397582254 -0.0205186051668 -0.172084305233 -0.0796450779683
-0.107092380788 0.571055003932 -0.129120267545 0.0793686191208 -0.0884955707841 -0.013120638133
-2.5960357822 -0.885163314208 -1.70067145674 0.540544520492 0.755063656593 0.459801813274
-1.17802477993 0.398417554005 -0.139369707862 0.0389440450356 -0.0719137570643 -0.265896710445
-1.29436764826 1.39897128638 -0.314542081988 0.237073274522 0.412171088917 0.0780242596325
0.0473178267467 0.299230227991 0.392272854594 -0.0523178088134 -0.0978682248377 0.034174029054
-0.273556879756 1.00221104299 0.615164388664 -0.0457364960097 -0.0184333059547 -0.292653141673
-0.00507587126466 0.342773326242 0.0433998879053 -0.0532116402497 -0.0122896081597 -0.0727156501015
-0.44165417929 0.162232185573 0.0938160114444 -0.0994488705789 -0.0380459050557 0.0107828924003
-0.0121311896025 -0.381493318679 -0.49519409428 0.0698406936859 0.0966239148613 -0.0355292382835
0.412212661237 -0.371232628715 -0.175937961292 0.00877571995432 0.134634533981 -0.024526463151
0.0554515707344 0.118749789861 0.0763319092892 -0.0218088683962 0.0621081222538 0.029198914821
-0.03018141287 -1.12244455066 0.255192592345 -0.0719316124562 0.18819689463 -0.0332435239269
0.120974157713 -0.291946927254 -0.0476297467191 -0.0124254330166 -0.0506803554041 -2.06276145516e-05
0.0621138333327 -0.106352727592 1.75024707461 -0.389191341715 -0.23426263999 0.0777400566713
